idx,miou,dice,pixel_acc
0,0.4199,0.5514,0.7682
1,0.8261,0.898,0.9488
2,0.7628,0.8556,0.9147
3,0.409,0.557,0.6936
4,0.8405,0.9062,0.9489
5,0.5474,0.69,0.7889
6,0.8346,0.9042,0.957
7,0.8672,0.9241,0.9578
8,0.7317,0.8327,0.9045
9,0.7551,0.8492,0.894
10,0.6617,0.7716,0.8744
11,0.7914,0.874,0.9259
12,0.5813,0.728,0.7749
13,0.8302,0.9,0.9399
14,0.6525,0.7652,0.8535
15,0.4763,0.6076,0.7724
16,0.6954,0.7982,0.8677
17,0.8679,0.9237,0.967
18,0.7862,0.8726,0.9118
19,0.7172,0.8212,0.868
20,0.3996,0.5429,0.6901
21,0.6346,0.7621,0.8743
22,0.7532,0.8458,0.9006
23,0.8787,0.9312,0.9641
24,0.7917,0.8715,0.9446
25,0.8604,0.9187,0.9659
26,0.6178,0.7561,0.8221
27,0.823,0.8952,0.9477
28,0.8311,0.8997,0.9434
29,0.8393,0.9067,0.9678
30,0.789,0.8705,0.9393
31,0.4476,0.607,0.6757
32,0.8074,0.8853,0.9297
33,0.6981,0.8044,0.9283
34,0.8486,0.9142,0.9593
35,0.7871,0.8686,0.9554
36,0.7359,0.8367,0.919
37,0.8287,0.9,0.9639
38,0.8431,0.9066,0.9567
39,0.7396,0.8367,0.9416
40,0.8143,0.8913,0.9277
41,0.7926,0.8768,0.9189
42,0.7559,0.8506,0.9321
43,0.4589,0.6091,0.6827
44,0.7921,0.8758,0.913
45,0.7042,0.8116,0.8903
46,0.458,0.6128,0.6838
47,0.3453,0.4982,0.5642
48,0.8134,0.8911,0.939
49,0.579,0.7058,0.7942
50,0.8674,0.9249,0.9603
51,0.8368,0.9054,0.9415
52,0.8564,0.9167,0.9613
53,0.7684,0.8611,0.896
54,0.7515,0.845,0.9071
55,0.8443,0.9091,0.9636
56,0.5725,0.7057,0.7947
57,0.768,0.8548,0.9191
58,0.5452,0.6864,0.7772
59,0.6548,0.7817,0.828
60,0.7714,0.8603,0.939
61,0.8552,0.9177,0.9451
62,0.8338,0.9054,0.937
63,0.6314,0.7626,0.8147
64,0.7271,0.8286,0.8989
65,0.5901,0.7415,0.7458
66,0.344,0.5041,0.5489
67,0.837,0.9067,0.9557
68,0.7603,0.8486,0.9073
69,0.7789,0.8662,0.9377
70,0.6945,0.809,0.859
71,0.7318,0.8284,0.8987
72,0.7952,0.8765,0.9763
73,0.8388,0.9043,0.9549
74,0.7292,0.8295,0.8951
75,0.7838,0.868,0.9269
76,0.7681,0.8561,0.9216
77,0.8535,0.914,0.9608
78,0.6207,0.7634,0.7875
79,0.7575,0.8511,0.929
80,0.8678,0.9261,0.9487
81,0.8306,0.9015,0.9395
82,0.8314,0.902,0.9365
83,0.5501,0.7,0.7422
84,0.8296,0.9017,0.9407
85,0.4699,0.6257,0.6824
86,0.8748,0.9282,0.9672
87,0.7009,0.809,0.8695
88,0.7054,0.8105,0.8773
89,0.743,0.8391,0.8942
90,0.7645,0.856,0.9153
91,0.642,0.767,0.8856
92,0.57,0.7115,0.7708
93,0.8407,0.9073,0.9656
94,0.7798,0.8656,0.9517
95,0.7968,0.8736,0.9375
96,0.7337,0.8322,0.9417
97,0.8683,0.926,0.9567
98,0.702,0.8145,0.8865
99,0.6928,0.798,0.8898
100,0.6845,0.7941,0.8976
101,0.7995,0.8802,0.9472
102,0.6834,0.7983,0.8558
103,0.6868,0.8021,0.8489
104,0.7408,0.8399,0.8918
105,0.7698,0.8573,0.9103
106,0.6745,0.7937,0.8425
107,0.5341,0.6704,0.7592
108,0.7687,0.859,0.9203
109,0.6311,0.7628,0.8156
110,0.6664,0.775,0.8888
111,0.686,0.7912,0.8694
112,0.6974,0.7969,0.897
113,0.7744,0.8566,0.9301
114,0.6767,0.7895,0.8677
115,0.4676,0.621,0.6894
116,0.806,0.8852,0.9193
117,0.5674,0.7111,0.7664
118,0.7133,0.8194,0.8845
119,0.6525,0.7732,0.863
120,0.7999,0.8797,0.9507
121,0.7764,0.8663,0.9054
122,0.4196,0.5688,0.6625
123,0.7763,0.8655,0.8969
124,0.774,0.8663,0.8929
125,0.5784,0.7086,0.79
126,0.6916,0.8034,0.8661
127,0.7219,0.8279,0.8738
128,0.8499,0.9127,0.9521
129,0.6239,0.7478,0.8493
130,0.8063,0.8824,0.938
131,0.7472,0.8446,0.8833
132,0.6345,0.7718,0.8068
133,0.5551,0.6806,0.8967
134,0.7386,0.8396,0.9383
135,0.3831,0.5395,0.6027
136,0.53,0.6654,0.7654
137,0.7102,0.8156,0.9095
138,0.7396,0.8436,0.8831
139,0.6481,0.7737,0.8552
140,0.8061,0.8864,0.9268
141,0.7187,0.8206,0.8904
142,0.6864,0.7934,0.8918
143,0.6747,0.7851,0.8507
144,0.6652,0.786,0.8247
145,0.796,0.8765,0.9462
146,0.7489,0.8478,0.8898
147,0.7555,0.8509,0.8925
148,0.7553,0.8509,0.9012
149,0.758,0.8531,0.9225
150,0.7487,0.8454,0.8853
151,0.7972,0.8727,0.9479
152,0.6785,0.7872,0.8735
153,0.6339,0.7537,0.8427
154,0.7676,0.8605,0.9519
155,0.8205,0.8952,0.9354
156,0.7591,0.8527,0.9297
157,0.5288,0.6539,0.8796
158,0.2943,0.4416,0.5151
159,0.6014,0.7405,0.7993
160,0.7158,0.8198,0.9336
161,0.6903,0.8082,0.8604
162,0.5474,0.6754,0.8775
163,0.7512,0.8473,0.9412
164,0.7796,0.8681,0.9095
165,0.8646,0.9225,0.9697
166,0.5966,0.7294,0.8178
167,0.7534,0.8488,0.9141
168,0.7217,0.8259,0.9196
169,0.7324,0.8364,0.8974
170,0.8286,0.8968,0.9488
171,0.6588,0.7914,0.812
172,0.5128,0.6571,0.7844
173,0.6576,0.788,0.8359
174,0.6629,0.7857,0.8304
175,0.8013,0.8843,0.9292
176,0.7371,0.8362,0.9321
177,0.8087,0.8865,0.9787
178,0.7903,0.8703,0.9346
179,0.7829,0.871,0.92
180,0.7253,0.8319,0.8615
181,0.786,0.869,0.9329
182,0.6223,0.7328,0.8439
183,0.5113,0.6671,0.7219
184,0.6318,0.7623,0.8196
185,0.7691,0.8605,0.9517
186,0.6717,0.7816,0.8555
187,0.6651,0.7916,0.8166
188,0.7361,0.8343,0.9572
189,0.7108,0.8157,0.8862
190,0.8412,0.9083,0.9463
191,0.6748,0.7879,0.8456
192,0.6381,0.7766,0.8018
193,0.6585,0.779,0.8303
194,0.6857,0.8014,0.914
195,0.6752,0.7888,0.8912
196,0.7711,0.862,0.9274
197,0.7083,0.8219,0.8713
198,0.8339,0.9038,0.9363
199,0.6541,0.7746,0.8355
200,0.7796,0.871,0.8956
201,0.7952,0.8763,0.929
202,0.825,0.8974,0.9647
203,0.6915,0.8018,0.8527
204,0.8312,0.9006,0.9446
205,0.8071,0.886,0.9347
206,0.7532,0.8423,0.9088
207,0.7024,0.8154,0.8598
208,0.7789,0.868,0.9308
209,0.7363,0.8369,0.9341
210,0.814,0.8914,0.9265
211,0.7253,0.8247,0.9454
212,0.7729,0.8599,0.9445
213,0.7214,0.8203,0.9315
214,0.6046,0.7375,0.8036
215,0.8662,0.9247,0.9829
216,0.7636,0.8581,0.9338
217,0.7201,0.8318,0.8585
218,0.7991,0.8825,0.962
219,0.6719,0.7864,0.8618
220,0.7084,0.816,0.8716
221,0.7637,0.8557,0.9266
222,0.6455,0.7736,0.8726
223,0.8558,0.9161,0.9632
224,0.8143,0.885,0.9495
225,0.7446,0.8433,0.9299
226,0.7068,0.8141,0.8998
227,0.7614,0.8588,0.8756
228,0.8029,0.8822,0.9459
229,0.8121,0.8899,0.9401
230,0.8127,0.8909,0.9355
231,0.7391,0.836,0.8918
232,0.8108,0.8885,0.9318
233,0.8322,0.9021,0.9374
234,0.7255,0.8267,0.9409
235,0.6964,0.8086,0.8642
236,0.8383,0.9049,0.9478
237,0.7933,0.8777,0.9185
238,0.7652,0.8564,0.957
239,0.7643,0.8551,0.9502
240,0.4972,0.6486,0.6976
241,0.6512,0.7773,0.8212
242,0.7157,0.8233,0.907
243,0.7665,0.8536,0.9124
244,0.7758,0.865,0.9265
245,0.7208,0.8249,0.9365
246,0.8416,0.9083,0.9691
247,0.6605,0.7829,0.8619
248,0.7971,0.8796,0.9528
249,0.6972,0.8039,0.9105
250,0.7891,0.8749,0.9144
251,0.7289,0.8316,0.9597
252,0.7593,0.8523,0.9308
253,0.6327,0.7599,0.8535
254,0.7839,0.871,0.9048
255,0.7085,0.8135,0.956
256,0.6652,0.7798,0.9177
257,0.8719,0.9264,0.9655
258,0.6602,0.773,0.8876
259,0.8231,0.8977,0.9233
260,0.7551,0.8417,0.9274
261,0.7459,0.8419,0.9138
262,0.7623,0.852,0.9542
263,0.7734,0.8601,0.926
264,0.6229,0.7482,0.8459
265,0.586,0.7209,0.8686
266,0.7563,0.8485,0.9495
267,0.7209,0.8314,0.8747
268,0.7845,0.8701,0.945
269,0.5049,0.6286,0.8869
270,0.7614,0.8547,0.9476
271,0.7681,0.8567,0.9343
272,0.7814,0.8712,0.9248
273,0.759,0.8539,0.9286
274,0.3901,0.5444,0.639
275,0.7902,0.8709,0.9233
276,0.8112,0.8894,0.9189
277,0.8634,0.9211,0.9633
278,0.6847,0.7905,0.9025
279,0.5926,0.7302,0.7957
280,0.8522,0.9141,0.9525
281,0.8151,0.8904,0.9321
282,0.8124,0.8914,0.9222
283,0.3662,0.481,0.7278
284,0.6994,0.8082,0.9534
285,0.688,0.7978,0.9554
286,0.713,0.8206,0.8582
287,0.4646,0.625,0.6649
288,0.1246,0.2119,0.2831
289,0.595,0.7264,0.8577
290,0.7398,0.8346,0.9235
291,0.4997,0.6557,0.7334
292,0.6396,0.7669,0.8192
293,0.8141,0.8867,0.968
294,0.7317,0.8319,0.8974
295,0.809,0.8883,0.9433
296,0.6233,0.7423,0.8322
297,0.7829,0.8693,0.9119
298,0.6948,0.7992,0.9039
299,0.6896,0.8057,0.8577
300,0.7783,0.863,0.9457
301,0.6255,0.7552,0.8156
302,0.6601,0.7853,0.8392
303,0.652,0.763,0.9482
304,0.2389,0.3257,0.5917
305,0.6097,0.7426,0.8227
306,0.5819,0.7215,0.7928
307,0.7757,0.8657,0.9117
308,0.8331,0.9028,0.9489
309,0.565,0.706,0.7783
310,0.83,0.8992,0.9573
311,0.8242,0.8944,0.9478
312,0.8028,0.8784,0.9413
313,0.7807,0.8679,0.926
314,0.6114,0.7334,0.8624
315,0.7939,0.8746,0.9395
316,0.8025,0.8795,0.9495
317,0.7831,0.8608,0.9282
318,0.5881,0.7064,0.8771
319,0.6505,0.7638,0.8489
320,0.8571,0.9183,0.9525
321,0.573,0.6927,0.8588
322,0.7539,0.8499,0.8984
323,0.6321,0.7506,0.9196
324,0.7277,0.8281,0.8818
325,0.7674,0.8591,0.9034
326,0.7301,0.8306,0.9731
327,0.889,0.9368,0.9766
328,0.6159,0.7472,0.8187
329,0.8139,0.8903,0.9295
330,0.7138,0.8194,0.8866
331,0.7827,0.8675,0.9316
332,0.6567,0.7719,0.8444
333,0.7306,0.83,0.9065
334,0.6984,0.8121,0.8573
335,0.7855,0.8689,0.9277
336,0.708,0.8136,0.9288
337,0.5849,0.7253,0.7642
338,0.8119,0.8898,0.9486
339,0.7814,0.869,0.9013
340,0.6681,0.7891,0.8451
341,0.7048,0.8103,0.9142
342,0.5199,0.6699,0.7379
343,0.675,0.7844,0.8829
344,0.8129,0.8894,0.9316
345,0.8036,0.8838,0.9361
346,0.8696,0.9253,0.963
347,0.7973,0.8754,0.9587
348,0.8065,0.8849,0.9661
349,0.7287,0.8288,0.9456
350,0.6255,0.7532,0.84
351,0.7005,0.8043,0.9689
352,0.739,0.8317,0.9247
353,0.7611,0.8512,0.9289
354,0.8206,0.8931,0.9628
355,0.7694,0.8555,0.9457
356,0.7646,0.8557,0.9467
357,0.8349,0.9055,0.9589
358,0.7418,0.8418,0.8967
359,0.7695,0.8595,0.9614
360,0.7012,0.8061,0.9549
361,0.6314,0.7503,0.8854
362,0.7557,0.8498,0.9639
363,0.7753,0.8619,0.9327
364,0.7077,0.8166,0.8793
365,0.7448,0.8356,0.9047
366,0.7612,0.8498,0.9283
367,0.5276,0.6806,0.7555
368,0.5607,0.7179,0.7299
369,0.8551,0.9168,0.9634
370,0.8546,0.9179,0.9581
371,0.8339,0.9042,0.9589
372,0.8549,0.9171,0.9684
373,0.743,0.8409,0.8834
374,0.7765,0.8651,0.9433
375,0.7149,0.8244,0.8827
376,0.6617,0.779,0.9288
377,0.6803,0.7996,0.8518
378,0.7162,0.8174,0.8881
379,0.6166,0.7472,0.8608
380,0.8194,0.8945,0.9659
381,0.796,0.8745,0.9452
382,0.7651,0.8585,0.9724
383,0.7575,0.8456,0.9186
384,0.6975,0.8069,0.8868
385,0.7745,0.8603,0.923
386,0.7699,0.8572,0.9237
387,0.7295,0.8302,0.9276
388,0.5343,0.6633,0.8463
389,0.7219,0.8288,0.884
390,0.7911,0.8726,0.9414
391,0.82,0.894,0.9616
392,0.6225,0.7546,0.8088
393,0.741,0.8391,0.8833
394,0.6662,0.7813,0.8623
395,0.5782,0.7314,0.7485
396,0.727,0.8281,0.9282
397,0.8074,0.8848,0.9367
398,0.8087,0.886,0.9359
399,0.7921,0.8741,0.9289
400,0.7253,0.8237,0.9023
401,0.4288,0.5602,0.7358
402,0.5913,0.7188,0.7942
403,0.7158,0.8192,0.9146
404,0.8639,0.9233,0.9586
405,0.6681,0.7828,0.8591
406,0.7463,0.8399,0.9589
407,0.7162,0.8114,0.9672
408,0.7391,0.8251,0.926
409,0.5985,0.7361,0.7906
410,0.6661,0.7833,0.8582
411,0.7537,0.8473,0.9225
412,0.7349,0.8343,0.8898
413,0.6854,0.8008,0.8629
414,0.7196,0.8183,0.9509
415,0.6896,0.8022,0.9088
416,0.7528,0.8429,0.9151
417,0.7402,0.8401,0.9386
418,0.6415,0.7764,0.8005
419,0.7025,0.8108,0.893
420,0.644,0.7772,0.8207
421,0.786,0.8745,0.9365
422,0.5658,0.7047,0.7908
423,0.3147,0.4651,0.5297
424,0.7312,0.8265,0.9631
425,0.7113,0.815,0.8846
426,0.8493,0.9131,0.9509
427,0.6336,0.7589,0.8361
428,0.5905,0.7317,0.7808
429,0.6539,0.7857,0.8294
430,0.818,0.8909,0.95
431,0.7509,0.8429,0.9111
432,0.6352,0.7615,0.8251
433,0.7926,0.8724,0.9364
434,0.7062,0.812,0.8834
435,0.8145,0.8908,0.9506
436,0.7887,0.8691,0.9309
437,0.6903,0.8036,0.9232
438,0.8539,0.9125,0.9701
439,0.6148,0.738,0.8698
440,0.7521,0.8516,0.8904
441,0.722,0.8234,0.9036
442,0.6162,0.7381,0.9212
443,0.7274,0.8293,0.9429
444,0.7613,0.8526,0.9139
445,0.8373,0.9046,0.9673
446,0.7072,0.8127,0.9431
447,0.6449,0.7598,0.964
448,0.782,0.8693,0.9593
449,0.7006,0.8086,0.937
450,0.7183,0.8252,0.8818
451,0.8329,0.9032,0.9428
452,0.869,0.9266,0.9681
453,0.8347,0.9031,0.9681
454,0.7573,0.851,0.9219
455,0.7272,0.8287,0.9097
456,0.7743,0.856,0.9315
457,0.8655,0.9242,0.9667
458,0.7969,0.8795,0.9487
459,0.7805,0.8708,0.9255
460,0.7571,0.8506,0.9197
461,0.7161,0.8204,0.8726
462,0.7737,0.8643,0.903
463,0.6005,0.7396,0.8244
464,0.8171,0.8928,0.9751
465,0.8034,0.8845,0.9422
466,0.7617,0.8544,0.9384
467,0.6733,0.7797,0.8898
468,0.8992,0.9444,0.9671
469,0.8113,0.8865,0.9332
470,0.6547,0.781,0.8399
471,0.6024,0.7422,0.7924
472,0.8291,0.8989,0.9604
473,0.6168,0.7363,0.9147
474,0.6693,0.7742,0.9374
475,0.8241,0.8981,0.9617
476,0.689,0.8116,0.8381
477,0.8111,0.8888,0.9499
478,0.8291,0.8999,0.9407
479,0.6728,0.7853,0.8623
480,0.7804,0.8677,0.9293
481,0.8645,0.9226,0.9598
482,0.821,0.8951,0.9535
483,0.8647,0.9229,0.9682
484,0.854,0.9165,0.986
485,0.5351,0.666,0.8489
486,0.6398,0.7673,0.8635
487,0.5421,0.6963,0.7347
488,0.7861,0.8706,0.948
489,0.7476,0.843,0.9529
490,0.3061,0.4625,0.5113
491,0.8007,0.8819,0.9727
492,0.809,0.8871,0.9802
493,0.6773,0.7886,0.8917
494,0.5891,0.7211,0.8124
495,0.6955,0.8028,0.93
496,0.7804,0.8684,0.926
497,0.7246,0.8184,0.8984
498,0.8016,0.883,0.9337
499,0.808,0.8865,0.9286
500,0.7175,0.8269,0.871
501,0.623,0.7368,0.8364
502,0.673,0.7872,0.857
503,0.6738,0.7849,0.8591
504,0.8885,0.9383,0.9648
505,0.2394,0.3786,0.4407
506,0.5651,0.6984,0.8517
507,0.801,0.8804,0.9353
508,0.7058,0.8156,0.8685
509,0.7986,0.8758,0.9328
510,0.8272,0.9009,0.9719
511,0.7416,0.8448,0.8911
512,0.7774,0.8659,0.9537
513,0.5917,0.7315,0.7711
514,0.5668,0.7023,0.8643
515,0.7192,0.8211,0.9404
516,0.6424,0.7566,0.9102
517,0.7824,0.8654,0.9219
518,0.6262,0.7483,0.8536
519,0.7266,0.8289,0.8906
520,0.6756,0.7934,0.8599
521,0.6086,0.7303,0.9457
522,0.7254,0.822,0.8962
523,0.8641,0.9225,0.9563
524,0.8035,0.8833,0.9256
525,0.8548,0.9144,0.9702
526,0.8417,0.9085,0.9566
527,0.693,0.8067,0.9357
528,0.7376,0.8353,0.9496
529,0.6556,0.7745,0.8425
530,0.6973,0.8015,0.8971
531,0.8457,0.9112,0.9423
532,0.79,0.8737,0.9365
533,0.6224,0.7517,0.8736
534,0.8527,0.9159,0.9437
535,0.8278,0.899,0.9413
536,0.4927,0.6141,0.8876
537,0.7914,0.8725,0.9304
538,0.6991,0.8142,0.8607
539,0.7668,0.8553,0.9348
540,0.8059,0.8853,0.9252
541,0.5759,0.6996,0.9135
542,0.7801,0.8665,0.932
543,0.7726,0.8588,0.9178
544,0.6453,0.7571,0.9225
545,0.8083,0.8873,0.9597
546,0.6645,0.7874,0.8408
547,0.7599,0.8535,0.924
548,0.61,0.7272,0.8904
549,0.8565,0.9176,0.9722
550,0.7492,0.8426,0.9077
551,0.5318,0.6508,0.9248
552,0.7316,0.833,0.8984
553,0.7082,0.8114,0.8986
554,0.8729,0.9282,0.9614
555,0.7099,0.8161,0.8687
556,0.6408,0.7658,0.8853
557,0.8343,0.9024,0.9458
558,0.7128,0.8186,0.8838
559,0.8534,0.915,0.9567
560,0.7846,0.8695,0.9488
561,0.8364,0.9046,0.9716
562,0.8657,0.9213,0.9714
563,0.8366,0.9052,0.9708
564,0.6704,0.7824,0.8976
565,0.7923,0.8734,0.942
566,0.6019,0.7263,0.8168
567,0.7912,0.8729,0.9518
568,0.8228,0.892,0.9597
569,0.8018,0.8827,0.9312
570,0.8437,0.9092,0.9547
571,0.7823,0.8639,0.9293
572,0.8305,0.9014,0.9575
573,0.6915,0.8126,0.8502
574,0.8357,0.9026,0.949
575,0.5854,0.7181,0.7889
576,0.7348,0.8306,0.9137
577,0.8157,0.8898,0.9703
578,0.5361,0.6738,0.7943
579,0.7585,0.848,0.9164
580,0.8252,0.8958,0.9441
581,0.7551,0.849,0.9046
582,0.7453,0.8435,0.89
583,0.6505,0.7662,0.9195
584,0.8061,0.8806,0.9487
585,0.8317,0.9016,0.9379
586,0.7468,0.8411,0.9212
587,0.7263,0.8293,0.8874
588,0.8734,0.927,0.9684
589,0.5016,0.6447,0.801
590,0.3286,0.4695,0.5762
591,0.8567,0.9178,0.9495
592,0.7665,0.8531,0.9212
593,0.7763,0.8603,0.9248
594,0.8032,0.882,0.9334
595,0.5143,0.6565,0.7889
596,0.7079,0.815,0.8687
597,0.7632,0.8521,0.9381
598,0.789,0.8711,0.9248
599,0.8091,0.8838,0.9593
600,0.7559,0.8491,0.9171
601,0.8473,0.9128,0.9517
602,0.8466,0.9101,0.9579
603,0.4822,0.6194,0.7487
604,0.8411,0.9067,0.9485
605,0.7597,0.8552,0.8945
606,0.7943,0.8753,0.9361
607,0.6786,0.7832,0.8883
608,0.8221,0.8941,0.9386
609,0.7007,0.8065,0.8915
610,0.822,0.8933,0.9411
611,0.7646,0.8558,0.912
612,0.7721,0.8586,0.936
613,0.7562,0.841,0.9139
614,0.7588,0.8517,0.9339
615,0.7284,0.8323,0.875
616,0.727,0.8252,0.8999
617,0.8364,0.9039,0.946
618,0.7529,0.8475,0.9016
619,0.7645,0.8532,0.9197
620,0.7517,0.8491,0.8983
621,0.6588,0.7824,0.8438
622,0.7596,0.8552,0.8936
623,0.5667,0.6928,0.8311
624,0.6553,0.764,0.9087
625,0.8297,0.8965,0.9573
626,0.7774,0.8659,0.8995
627,0.735,0.8363,0.899
628,0.6847,0.7952,0.8806
629,0.8071,0.8837,0.9325
630,0.798,0.8777,0.9328
631,0.6932,0.8074,0.8557
632,0.8071,0.8893,0.9203
633,0.7704,0.8609,0.9065
634,0.5876,0.734,0.7737
635,0.776,0.8644,0.9012
636,0.6855,0.7884,0.8649
637,0.7557,0.8497,0.9034
638,0.721,0.8296,0.8781
639,0.6509,0.7683,0.8474
640,0.6091,0.7279,0.826
641,0.6648,0.7891,0.8337
642,0.7511,0.8509,0.8873
643,0.8582,0.9189,0.9499
644,0.3415,0.415,0.8203
645,0.705,0.8062,0.9254
646,0.6992,0.8109,0.865
647,0.833,0.9035,0.9339
648,0.8007,0.88,0.9388
649,0.6451,0.7703,0.8489
650,0.7641,0.8577,0.896
651,0.7821,0.8673,0.9166
652,0.5991,0.7199,0.8282
653,0.5887,0.7246,0.796
654,0.8776,0.9298,0.97
655,0.8642,0.9203,0.9679
656,0.7241,0.8176,0.9319
657,0.7595,0.8538,0.9124
658,0.7603,0.8495,0.9098
659,0.8582,0.9158,0.9671
660,0.439,0.5671,0.7096
661,0.8319,0.9009,0.9464
662,0.3193,0.4448,0.6412
663,0.7736,0.8634,0.9126
664,0.8193,0.8941,0.9403
665,0.7701,0.8599,0.8979
666,0.6595,0.7699,0.8795
667,0.8203,0.894,0.9567
668,0.597,0.735,0.8024
669,0.8152,0.8935,0.9265
670,0.7092,0.8098,0.8795
671,0.7424,0.84,0.8888
672,0.7246,0.8226,0.9109
673,0.7331,0.8295,0.9041
674,0.7392,0.8335,0.8998
675,0.7897,0.8693,0.9304
676,0.7819,0.8727,0.9224
677,0.7871,0.8711,0.9231
678,0.7075,0.8227,0.8598
679,0.5788,0.7148,0.791
680,0.8091,0.8882,0.9265
681,0.845,0.9107,0.9416
682,0.7863,0.8696,0.9369
683,0.6277,0.7528,0.8237
684,0.5992,0.731,0.8088
685,0.6827,0.799,0.8757
686,0.681,0.7934,0.8631
687,0.7457,0.8331,0.9223
688,0.8344,0.9031,0.9413
689,0.8407,0.9063,0.9528
690,0.7099,0.8124,0.9106
691,0.5621,0.6984,0.8448
692,0.778,0.8623,0.9526
693,0.677,0.7898,0.8597
694,0.6818,0.7949,0.8653
695,0.7938,0.8764,0.9194
696,0.8303,0.9006,0.9434
697,0.8256,0.8942,0.9695
698,0.8546,0.9155,0.965
699,0.7786,0.8641,0.9111
700,0.697,0.8023,0.8701
701,0.4065,0.5393,0.7521
702,0.6069,0.75,0.7903
703,0.8157,0.8893,0.9704
704,0.7328,0.835,0.8906
705,0.7907,0.8722,0.9262
706,0.6871,0.7996,0.8795
707,0.5828,0.7014,0.8926
708,0.4246,0.5767,0.6509
709,0.8178,0.8937,0.9503
710,0.6878,0.81,0.8545
711,0.8767,0.9318,0.9504
712,0.7768,0.8638,0.9161
713,0.2804,0.4257,0.4993
714,0.3917,0.5308,0.6969
715,0.7156,0.8213,0.8743
716,0.7811,0.8669,0.9308
717,0.8493,0.9137,0.9453
718,0.8941,0.9417,0.9649
719,0.8368,0.9051,0.9608
720,0.892,0.9398,0.9814
721,0.5119,0.624,0.8928
722,0.8663,0.9236,0.9569
723,0.8507,0.9141,0.9577
724,0.8286,0.8998,0.9429
725,0.8794,0.9333,0.9556
726,0.7721,0.8607,0.9255
727,0.7909,0.8704,0.9317
728,0.6809,0.7865,0.9087
729,0.8401,0.9079,0.9526
730,0.7058,0.8195,0.866
731,0.7397,0.83,0.9148
732,0.7339,0.8346,0.9191
733,0.8673,0.9261,0.9556
734,0.8519,0.9146,0.9515
735,0.8546,0.9163,0.9592
736,0.7288,0.8314,0.8776
737,0.7344,0.8319,0.8906
738,0.789,0.8708,0.9119
739,0.4594,0.6052,0.6893
740,0.7153,0.8201,0.8846
741,0.8166,0.8897,0.9371
742,0.854,0.9164,0.9604
743,0.2904,0.4012,0.6312
744,0.4052,0.5272,0.7822
745,0.8886,0.9377,0.9708
746,0.7295,0.8299,0.9006
747,0.7374,0.8275,0.9116
748,0.7252,0.8297,0.8963
749,0.7983,0.8808,0.9221
750,0.6861,0.8058,0.8536
751,0.8863,0.9368,0.9609
752,0.8039,0.8778,0.9415
753,0.389,0.5201,0.7357
754,0.7217,0.8328,0.8733
755,0.8496,0.9122,0.9664
756,0.5431,0.6495,0.9063
