idx,miou,dice,pixel_acc
757,0.6647,0.7877,0.8489
758,0.8353,0.9033,0.9628
759,0.7736,0.8628,0.9228
760,0.7102,0.8163,0.8853
761,0.7863,0.8717,0.9142
762,0.8231,0.8964,0.9362
763,0.8588,0.9192,0.9512
764,0.8348,0.9023,0.9565
765,0.772,0.8648,0.897
766,0.8385,0.9057,0.9598
767,0.8704,0.9279,0.9489
768,0.7749,0.8657,0.8949
769,0.806,0.883,0.942
770,0.8132,0.8895,0.9442
771,0.7121,0.8127,0.9003
772,0.9006,0.9453,0.9722
773,0.8401,0.9081,0.9641
774,0.888,0.9373,0.9668
775,0.6817,0.8032,0.8442
776,0.8414,0.9081,0.9677
777,0.8208,0.8927,0.9425
778,0.8467,0.9101,0.9505
779,0.786,0.8676,0.9317
780,0.5745,0.722,0.7711
781,0.6844,0.797,0.8945
782,0.8054,0.8849,0.9255
783,0.7395,0.842,0.8797
784,0.7294,0.8214,0.8973
785,0.7271,0.8293,0.8964
786,0.7317,0.8305,0.8934
787,0.8385,0.9056,0.965
788,0.6651,0.784,0.8987
789,0.4274,0.5915,0.6506
790,0.6344,0.7445,0.9221
791,0.5412,0.6839,0.7952
792,0.8329,0.8988,0.9822
793,0.7996,0.8739,0.9448
794,0.7062,0.8184,0.8707
795,0.6755,0.796,0.8559
796,0.8508,0.913,0.9598
797,0.7791,0.8618,0.9457
798,0.6081,0.7458,0.7976
799,0.6928,0.7919,0.8564
800,0.3526,0.5124,0.5681
801,0.6354,0.7727,0.8035
802,0.6993,0.8048,0.8894
803,0.7306,0.8305,0.8836
804,0.7917,0.8716,0.9393
805,0.7811,0.8737,0.9001
806,0.7528,0.8441,0.9012
807,0.8274,0.895,0.9502
808,0.6504,0.7818,0.8493
809,0.7576,0.8514,0.9277
810,0.6063,0.7479,0.8015
811,0.8252,0.8987,0.9383
812,0.8158,0.8931,0.9333
813,0.7913,0.8724,0.9228
814,0.6438,0.7622,0.9234
815,0.5497,0.7011,0.7227
816,0.7445,0.8357,0.9032
817,0.5839,0.7294,0.7587
818,0.555,0.706,0.74
819,0.7824,0.8666,0.9829
820,0.7682,0.8576,0.9092
821,0.7852,0.8725,0.9314
822,0.7333,0.8362,0.9129
823,0.7755,0.865,0.913
824,0.7212,0.8273,0.8782
825,0.7518,0.8461,0.9453
826,0.7517,0.8479,0.9387
827,0.6722,0.7876,0.8534
828,0.8143,0.8912,0.9282
829,0.8038,0.8803,0.9263
830,0.7345,0.8353,0.9341
831,0.6868,0.8005,0.881
832,0.6673,0.7913,0.8545
833,0.7688,0.8586,0.9094
834,0.8453,0.9127,0.9649
835,0.7585,0.8548,0.9037
836,0.7606,0.8583,0.8929
837,0.7862,0.8735,0.9565
838,0.6741,0.8008,0.8338
839,0.6922,0.8134,0.8476
840,0.6349,0.7687,0.8149
841,0.6545,0.7783,0.8675
842,0.6383,0.7557,0.8504
843,0.8352,0.9037,0.9496
844,0.5666,0.696,0.8185
845,0.6925,0.809,0.8394
846,0.6438,0.7816,0.8056
847,0.724,0.8259,0.9757
848,0.7754,0.868,0.8966
849,0.7112,0.8175,0.8831
850,0.7043,0.8051,0.8928
851,0.6968,0.8115,0.8636
852,0.7545,0.852,0.9338
853,0.7378,0.8337,0.9047
854,0.4588,0.6201,0.6669
855,0.6769,0.7765,0.9107
856,0.5284,0.6857,0.7162
857,0.6577,0.7735,0.8533
858,0.7238,0.8283,0.9424
859,0.8397,0.907,0.9639
860,0.658,0.7605,0.8471
861,0.8339,0.9026,0.9446
862,0.8185,0.895,0.9655
863,0.8162,0.8895,0.9386
864,0.6261,0.7634,0.8152
865,0.7873,0.8696,0.9517
866,0.7651,0.8541,0.924
867,0.8681,0.9248,0.9605
868,0.7841,0.8703,0.9732
869,0.4639,0.6134,0.746
870,0.6882,0.7909,0.8889
871,0.5659,0.7013,0.8547
872,0.8388,0.9035,0.9635
873,0.7044,0.8133,0.8951
874,0.8381,0.9041,0.9492
875,0.485,0.6181,0.8296
876,0.6354,0.7671,0.8203
877,0.4386,0.6032,0.64
878,0.6526,0.7761,0.8351
879,0.7883,0.8706,0.9233
880,0.6,0.742,0.7942
881,0.5014,0.6236,0.8731
882,0.8081,0.8818,0.9478
883,0.6312,0.7656,0.8259
884,0.7889,0.8719,0.912
885,0.7529,0.8521,0.9077
886,0.7573,0.848,0.9131
887,0.7953,0.8731,0.939
888,0.8154,0.8894,0.9443
889,0.8057,0.8785,0.9463
890,0.7894,0.8693,0.9355
891,0.5008,0.6413,0.816
892,0.7765,0.8631,0.9191
893,0.9097,0.9505,0.9796
894,0.8385,0.9049,0.9617
895,0.6837,0.8028,0.8604
896,0.8166,0.8895,0.9418
897,0.8327,0.902,0.9331
898,0.6969,0.8041,0.879
899,0.825,0.897,0.9516
900,0.5142,0.6664,0.7436
901,0.8889,0.9385,0.9609
902,0.9024,0.9467,0.9716
903,0.7215,0.8163,0.9033
904,0.8687,0.9248,0.96
905,0.8856,0.936,0.9628
906,0.5255,0.6846,0.7172
907,0.8557,0.9173,0.9484
908,0.8407,0.9059,0.9689
909,0.7657,0.8543,0.9103
910,0.7564,0.8466,0.9061
911,0.833,0.8979,0.9577
912,0.8804,0.9317,0.973
913,0.87,0.9257,0.9711
914,0.8394,0.9074,0.9479
915,0.8757,0.9283,0.9716
916,0.8585,0.9198,0.9456
917,0.6795,0.7962,0.845
918,0.7739,0.8625,0.9162
919,0.8788,0.9313,0.9661
920,0.8367,0.9037,0.9502
921,0.7438,0.8444,0.8953
922,0.7351,0.8288,0.9048
923,0.7742,0.8571,0.9528
924,0.6663,0.7791,0.8544
925,0.8426,0.9053,0.9609
926,0.8832,0.9342,0.9764
927,0.7394,0.8264,0.9182
928,0.814,0.8893,0.9442
929,0.854,0.9162,0.9504
930,0.8058,0.8813,0.9376
931,0.7213,0.8132,0.9067
932,0.8064,0.8811,0.935
933,0.8476,0.9111,0.9505
934,0.7496,0.8451,0.9067
935,0.621,0.7404,0.889
936,0.6275,0.757,0.8459
937,0.5967,0.7347,0.8202
938,0.7032,0.8118,0.8775
939,0.6788,0.7988,0.8517
940,0.6163,0.7376,0.831
941,0.7783,0.867,0.9053
942,0.6078,0.7436,0.8042
943,0.8078,0.8804,0.9455
944,0.7824,0.8744,0.9084
945,0.7697,0.8665,0.8922
946,0.8381,0.9048,0.9508
947,0.8184,0.8908,0.9457
948,0.8018,0.8809,0.9385
949,0.757,0.8509,0.9105
950,0.5009,0.6309,0.8674
951,0.7387,0.8345,0.932
952,0.8222,0.8938,0.9453
953,0.822,0.8946,0.9357
954,0.8381,0.9055,0.9443
955,0.8102,0.886,0.9499
956,0.8825,0.9339,0.9722
957,0.8548,0.9146,0.9619
958,0.7951,0.8758,0.9244
959,0.8014,0.8791,0.9357
960,0.7337,0.8388,0.8847
961,0.8812,0.933,0.9636
962,0.6572,0.7694,0.8734
963,0.7622,0.8501,0.9066
964,0.815,0.8895,0.9317
965,0.8492,0.9114,0.9556
966,0.8707,0.9258,0.9648
967,0.7865,0.8726,0.9201
968,0.8183,0.888,0.9507
969,0.7842,0.8729,0.9252
970,0.6641,0.7734,0.921
971,0.7479,0.844,0.9124
972,0.6491,0.7733,0.8171
973,0.5152,0.6711,0.7342
974,0.6493,0.7801,0.8253
975,0.7189,0.8242,0.898
976,0.8325,0.8998,0.9501
977,0.7939,0.8701,0.9382
978,0.8492,0.9117,0.9573
979,0.8368,0.9024,0.9543
980,0.3032,0.4369,0.5823
981,0.8495,0.9115,0.9554
982,0.797,0.8771,0.9302
983,0.8294,0.8992,0.9417
984,0.7859,0.8731,0.9191
985,0.7508,0.8463,0.9234
986,0.7273,0.8291,0.9031
987,0.7873,0.873,0.9612
988,0.7817,0.8662,0.9167
989,0.4701,0.6244,0.717
990,0.8162,0.8911,0.9489
991,0.6611,0.7792,0.8711
992,0.8309,0.9025,0.9411
993,0.7519,0.8458,0.9183
994,0.8561,0.9186,0.9459
995,0.71,0.815,0.927
996,0.7523,0.8456,0.9141
997,0.7065,0.8212,0.8674
998,0.795,0.8782,0.9376
999,0.8081,0.8864,0.9586
1000,0.7447,0.8466,0.8954
1001,0.7524,0.8472,0.965
1002,0.8425,0.9092,0.9628
1003,0.6548,0.7724,0.9144
1004,0.6131,0.7451,0.8068
1005,0.5642,0.6896,0.9058
1006,0.6968,0.807,0.863
1007,0.4474,0.5943,0.744
1008,0.6897,0.8023,0.8715
1009,0.751,0.8487,0.9377
1010,0.8106,0.8886,0.9417
1011,0.7013,0.813,0.9019
1012,0.6822,0.7872,0.9499
1013,0.7955,0.8752,0.9254
1014,0.8125,0.8856,0.942
1015,0.6874,0.8019,0.8621
1016,0.8565,0.9175,0.9512
1017,0.6886,0.8018,0.8654
1018,0.7545,0.852,0.9343
1019,0.8452,0.9097,0.9528
1020,0.7881,0.8726,0.928
1021,0.8073,0.8905,0.9019
1022,0.4266,0.5855,0.6445
1023,0.7537,0.8469,0.9314
1024,0.4978,0.6571,0.7166
1025,0.6435,0.7596,0.8948
1026,0.7373,0.8352,0.9301
1027,0.801,0.879,0.9408
1028,0.8301,0.9005,0.9572
1029,0.7693,0.8587,0.9031
1030,0.4386,0.5595,0.7739
1031,0.6266,0.7534,0.8967
1032,0.8371,0.9054,0.9512
1033,0.647,0.7743,0.8452
1034,0.7206,0.8243,0.9485
1035,0.7662,0.858,0.9009
1036,0.7533,0.8517,0.9271
1037,0.6303,0.7637,0.8239
1038,0.7044,0.808,0.9608
1039,0.4437,0.5943,0.6812
1040,0.7224,0.8252,0.8636
1041,0.896,0.9429,0.9902
1042,0.7603,0.859,0.8862
1043,0.6618,0.7885,0.8221
1044,0.775,0.8638,0.9067
1045,0.7805,0.8696,0.9616
1046,0.8312,0.9022,0.9556
1047,0.7552,0.8528,0.9153
1048,0.8342,0.9055,0.9585
1049,0.7821,0.8687,0.916
1050,0.8136,0.8902,0.928
1051,0.8068,0.8842,0.9699
1052,0.6908,0.8088,0.86
1053,0.8533,0.9156,0.9549
1054,0.5562,0.6919,0.7698
1055,0.795,0.877,0.9337
1056,0.7346,0.8304,0.9342
1057,0.8105,0.8858,0.9391
1058,0.7542,0.8504,0.9162
1059,0.7313,0.8376,0.8663
1060,0.8264,0.8999,0.9439
1061,0.7668,0.8635,0.8943
1062,0.7684,0.8591,0.9686
1063,0.7561,0.8475,0.9493
1064,0.7648,0.8567,0.8954
1065,0.584,0.7113,0.891
1066,0.7719,0.8587,0.9385
1067,0.6665,0.7765,0.9258
1068,0.77,0.8614,0.915
1069,0.8117,0.889,0.9347
1070,0.5892,0.7217,0.8326
1071,0.8481,0.9132,0.9422
1072,0.7222,0.8275,0.8884
1073,0.8157,0.8938,0.9328
1074,0.7246,0.8258,0.9734
1075,0.503,0.6144,0.9171
1076,0.7487,0.8433,0.8975
1077,0.8105,0.8877,0.9442
1078,0.8887,0.9376,0.9672
1079,0.7391,0.8399,0.9203
1080,0.4869,0.6348,0.7079
1081,0.6199,0.7474,0.8085
1082,0.7986,0.8798,0.9533
1083,0.7848,0.8729,0.9236
1084,0.7239,0.8288,0.8801
1085,0.7448,0.837,0.9317
1086,0.5119,0.6708,0.7139
1087,0.5946,0.7414,0.773
1088,0.806,0.8866,0.9269
1089,0.771,0.8623,0.9073
1090,0.5493,0.6939,0.7991
1091,0.6742,0.7773,0.8689
1092,0.8256,0.8949,0.9479
1093,0.1546,0.2113,0.4639
1094,0.7174,0.8233,0.8838
1095,0.8419,0.9067,0.9595
1096,0.8518,0.9142,0.9503
1097,0.6763,0.7887,0.9026
1098,0.5607,0.6891,0.8057
1099,0.5961,0.72,0.8506
1100,0.8119,0.8884,0.9321
1101,0.749,0.8387,0.9085
1102,0.7346,0.8305,0.9028
1103,0.6916,0.7965,0.8829
1104,0.83,0.8996,0.9407
1105,0.786,0.8695,0.9551
1106,0.7128,0.8173,0.8976
1107,0.7171,0.8215,0.8925
1108,0.4665,0.618,0.7166
1109,0.7056,0.8095,0.8839
1110,0.613,0.7535,0.8011
1111,0.7898,0.8746,0.9239
1112,0.6792,0.7855,0.8809
1113,0.7517,0.8481,0.9061
1114,0.7752,0.8644,0.9081
1115,0.8136,0.8899,0.928
1116,0.8145,0.8913,0.934
1117,0.8343,0.9043,0.9575
1118,0.7592,0.8539,0.9068
1119,0.7266,0.8289,0.8809
1120,0.7643,0.8526,0.9032
1121,0.8581,0.919,0.9559
1122,0.8417,0.9101,0.9415
1123,0.7407,0.8456,0.8819
1124,0.8359,0.9052,0.9338
1125,0.514,0.6447,0.8082
1126,0.6913,0.8015,0.8586
1127,0.8899,0.9395,0.9788
1128,0.8696,0.9271,0.9722
1129,0.5968,0.7391,0.7819
1130,0.702,0.8143,0.8674
1131,0.7875,0.8707,0.9218
1132,0.8583,0.9204,0.9489
1133,0.4984,0.6383,0.7469
1134,0.8508,0.9138,0.9635
1135,0.8402,0.9086,0.9529
1136,0.7805,0.8673,0.944
1137,0.8125,0.8897,0.9603
1138,0.7437,0.839,0.9083
1139,0.654,0.7665,0.8444
1140,0.7629,0.855,0.9103
1141,0.7562,0.8517,0.9398
1142,0.8203,0.8965,0.9378
1143,0.764,0.8549,0.9075
1144,0.861,0.9203,0.9622
1145,0.8027,0.8836,0.9327
1146,0.6684,0.7872,0.8517
1147,0.835,0.9037,0.9664
1148,0.8209,0.8964,0.9218
1149,0.6663,0.7798,0.8522
1150,0.8432,0.9097,0.9506
1151,0.8324,0.8978,0.9616
1152,0.8607,0.9205,0.9613
1153,0.821,0.8929,0.9431
1154,0.869,0.9255,0.9658
1155,0.8403,0.909,0.9409
1156,0.7561,0.8501,0.8974
1157,0.8981,0.9437,0.9709
1158,0.7736,0.8632,0.9415
1159,0.7797,0.866,0.924
1160,0.7615,0.8543,0.9211
1161,0.6745,0.7848,0.9224
1162,0.6484,0.7776,0.841
1163,0.7214,0.8313,0.8566
1164,0.7172,0.8264,0.8597
1165,0.6526,0.7744,0.8815
1166,0.7207,0.8206,0.8919
1167,0.7062,0.8157,0.9008
1168,0.8295,0.9015,0.9614
1169,0.58,0.7195,0.8128
1170,0.8586,0.9202,0.9554
1171,0.8349,0.9046,0.9342
1172,0.7158,0.8206,0.8948
1173,0.7913,0.8737,0.9382
1174,0.7866,0.8724,0.9186
1175,0.7832,0.8699,0.9178
1176,0.8566,0.9177,0.9531
1177,0.8419,0.9089,0.9583
1178,0.8592,0.9196,0.9552
1179,0.832,0.9025,0.9431
1180,0.8609,0.9197,0.9747
1181,0.8213,0.8949,0.9489
1182,0.5937,0.697,0.8373
1183,0.7461,0.8403,0.9032
1184,0.8292,0.8989,0.9732
1185,0.7601,0.8479,0.9149
1186,0.7209,0.8169,0.9
1187,0.7418,0.8348,0.9442
1188,0.6951,0.798,0.889
1189,0.772,0.8627,0.9143
1190,0.7816,0.8698,0.9174
1191,0.7295,0.8297,0.8828
1192,0.6023,0.7163,0.7594
1193,0.6338,0.7608,0.8203
1194,0.7867,0.8694,0.9192
1195,0.7376,0.8314,0.8882
1196,0.7287,0.8334,0.8798
1197,0.8463,0.9116,0.9466
1198,0.6962,0.8012,0.8754
1199,0.675,0.7899,0.8362
1200,0.6217,0.7456,0.8358
1201,0.8109,0.8869,0.9429
1202,0.7053,0.8022,0.8887
1203,0.3105,0.4453,0.586
1204,0.7425,0.8362,0.8881
1205,0.8551,0.9163,0.9536
1206,0.8748,0.9286,0.9781
1207,0.783,0.8672,0.9193
1208,0.7779,0.8611,0.9262
1209,0.6792,0.7898,0.9576
1210,0.7618,0.8537,0.9149
1211,0.7655,0.8525,0.9329
1212,0.7501,0.8442,0.897
1213,0.7151,0.813,0.9401
1214,0.8181,0.8925,0.9322
1215,0.7919,0.8728,0.9373
1216,0.8429,0.9092,0.9441
1217,0.7634,0.8537,0.9363
1218,0.8525,0.9142,0.9711
1219,0.8467,0.9093,0.9642
1220,0.8374,0.9056,0.9547
1221,0.7904,0.8738,0.9376
1222,0.8617,0.9213,0.9637
1223,0.7506,0.8458,0.9197
1224,0.531,0.6783,0.7363
1225,0.7394,0.8372,0.9254
1226,0.8637,0.9229,0.9608
1227,0.6675,0.7901,0.847
1228,0.5919,0.7285,0.8128
1229,0.7203,0.8241,0.8822
1230,0.7965,0.8763,0.9587
1231,0.82,0.8934,0.9501
1232,0.7349,0.8281,0.9207
1233,0.7857,0.8666,0.9492
1234,0.8071,0.881,0.9465
1235,0.7819,0.8621,0.9458
1236,0.761,0.8504,0.9603
1237,0.8608,0.9207,0.9623
1238,0.8234,0.8967,0.9803
1239,0.8372,0.904,0.9592
1240,0.6321,0.7614,0.7997
1241,0.4519,0.6052,0.6761
1242,0.7334,0.8335,0.8759
1243,0.7717,0.8611,0.9512
1244,0.8498,0.912,0.9578
1245,0.7977,0.8813,0.9144
1246,0.8103,0.8889,0.9197
1247,0.6568,0.7837,0.8159
1248,0.7746,0.8605,0.9125
1249,0.7341,0.8342,0.8773
1250,0.6723,0.7884,0.8538
1251,0.6127,0.7393,0.8747
1252,0.8372,0.9053,0.9738
1253,0.7937,0.8756,0.9628
1254,0.7763,0.8661,0.908
1255,0.5239,0.6675,0.7256
1256,0.8738,0.9292,0.9578
1257,0.791,0.8758,0.9837
1258,0.6458,0.7541,0.8581
1259,0.8096,0.8868,0.931
1260,0.7158,0.8235,0.8712
1261,0.6129,0.7365,0.8765
1262,0.6528,0.7716,0.8379
1263,0.7841,0.8666,0.9473
1264,0.4918,0.6251,0.7033
1265,0.7158,0.8054,0.9099
1266,0.7491,0.838,0.912
1267,0.6954,0.8115,0.85
1268,0.7928,0.875,0.9316
1269,0.6727,0.7944,0.843
1270,0.8345,0.9005,0.9534
1271,0.7871,0.8743,0.9528
1272,0.8235,0.8969,0.9399
1273,0.7898,0.8717,0.9441
1274,0.8287,0.9001,0.9356
1275,0.6019,0.7223,0.8051
1276,0.7212,0.8267,0.8937
1277,0.8256,0.8974,0.9565
1278,0.7655,0.8577,0.947
1279,0.8285,0.9002,0.9407
1280,0.5769,0.6984,0.9078
1281,0.6824,0.7998,0.8284
1282,0.7282,0.8313,0.9142
1283,0.7973,0.8791,0.9225
1284,0.7586,0.852,0.9097
1285,0.1964,0.2878,0.4669
1286,0.7761,0.8629,0.9177
1287,0.8268,0.8986,0.9566
1288,0.518,0.6766,0.7193
1289,0.7217,0.8224,0.8833
1290,0.7533,0.84,0.9215
1291,0.7663,0.8586,0.9054
1292,0.765,0.8584,0.8893
1293,0.8457,0.9082,0.9587
1294,0.8099,0.8883,0.9688
1295,0.8345,0.9051,0.9391
1296,0.8137,0.8863,0.9548
1297,0.7001,0.8014,0.9124
1298,0.7974,0.8789,0.9398
1299,0.8159,0.8924,0.9452
1300,0.7778,0.8648,0.9099
1301,0.7344,0.834,0.8964
1302,0.5768,0.7086,0.8038
1303,0.7453,0.8375,0.894
1304,0.698,0.807,0.8558
1305,0.7281,0.8291,0.8893
1306,0.7327,0.8337,0.8782
1307,0.6319,0.7569,0.8228
1308,0.5838,0.7062,0.9196
1309,0.6825,0.7947,0.8651
1310,0.4987,0.6526,0.7104
1311,0.6208,0.7371,0.8417
1312,0.793,0.872,0.952
1313,0.7061,0.8118,0.9526
1314,0.7083,0.8147,0.9412
1315,0.6168,0.7427,0.8155
1316,0.7584,0.8464,0.9108
1317,0.6746,0.7961,0.8583
1318,0.7728,0.8598,0.9086
1319,0.6591,0.7687,0.8457
1320,0.4595,0.5814,0.8035
1321,0.7146,0.8161,0.8916
1322,0.4207,0.5731,0.6561
1323,0.8494,0.9133,0.96
1324,0.8388,0.9079,0.9498
1325,0.7582,0.8513,0.9402
1326,0.7357,0.8339,0.9318
1327,0.8539,0.9162,0.967
1328,0.857,0.9168,0.9752
1329,0.8015,0.8812,0.9459
1330,0.778,0.8665,0.9614
1331,0.6622,0.7886,0.8444
1332,0.6079,0.7368,0.8123
1333,0.5758,0.7141,0.7771
1334,0.6435,0.7725,0.8017
1335,0.8211,0.8962,0.9528
1336,0.7445,0.8349,0.9222
1337,0.6062,0.7307,0.7948
1338,0.6384,0.7566,0.8506
1339,0.7595,0.855,0.9362
1340,0.8008,0.8839,0.9366
1341,0.8092,0.8872,0.9392
1342,0.819,0.8943,0.9562
1343,0.7965,0.8789,0.9312
1344,0.8414,0.9073,0.9552
1345,0.7698,0.8606,0.9606
1346,0.7361,0.8377,0.9438
1347,0.6345,0.7588,0.8144
1348,0.7345,0.8299,0.901
1349,0.7793,0.8654,0.9347
1350,0.679,0.7816,0.9222
1351,0.7805,0.8623,0.9294
1352,0.7895,0.876,0.9332
1353,0.847,0.912,0.9532
1354,0.7558,0.8461,0.9472
1355,0.8783,0.9323,0.972
1356,0.7436,0.8415,0.8994
1357,0.7123,0.8189,0.8979
1358,0.8375,0.905,0.9639
1359,0.7025,0.8021,0.8725
1360,0.784,0.8684,0.9174
1361,0.7244,0.8266,0.8998
1362,0.5654,0.6999,0.8196
1363,0.7896,0.8733,0.9376
1364,0.7497,0.8477,0.9297
1365,0.7578,0.8529,0.949
1366,0.8326,0.9033,0.942
1367,0.7285,0.8282,0.9373
1368,0.8068,0.8804,0.9454
1369,0.6869,0.7917,0.8938
1370,0.7524,0.8447,0.9019
1371,0.4855,0.6323,0.7079
1372,0.747,0.8451,0.9041
1373,0.8252,0.8964,0.9375
1374,0.794,0.8793,0.9398
1375,0.7846,0.8669,0.9197
1376,0.7685,0.8594,0.9128
1377,0.8121,0.8901,0.9392
1378,0.7619,0.8541,0.9658
1379,0.6876,0.8001,0.8308
1380,0.7626,0.8542,0.9011
1381,0.69,0.802,0.8605
1382,0.5385,0.6768,0.8129
1383,0.5918,0.7137,0.8827
1384,0.7624,0.8524,0.9306
1385,0.6878,0.7953,0.8813
1386,0.5511,0.691,0.7804
1387,0.7509,0.8509,0.901
1388,0.5972,0.7192,0.8831
1389,0.619,0.7415,0.8262
1390,0.5389,0.6814,0.7748
1391,0.8337,0.9046,0.9324
1392,0.6899,0.7983,0.9293
1393,0.5104,0.6566,0.793
1394,0.7735,0.865,0.9174
1395,0.6811,0.7977,0.8363
1396,0.7411,0.8393,0.8876
1397,0.4511,0.596,0.6608
1398,0.7537,0.8465,0.9348
1399,0.6195,0.7531,0.7902
1400,0.8063,0.8852,0.9153
1401,0.8317,0.901,0.9586
1402,0.8193,0.8956,0.9689
1403,0.7871,0.873,0.9262
1404,0.8004,0.8765,0.9382
1405,0.513,0.6538,0.8169
1406,0.7009,0.8084,0.9285
1407,0.7693,0.8591,0.918
1408,0.7261,0.8356,0.8721
1409,0.629,0.7557,0.808
1410,0.8367,0.9038,0.9465
1411,0.6175,0.7432,0.8613
1412,0.6362,0.7514,0.8414
1413,0.8239,0.8973,0.9337
1414,0.8255,0.8999,0.9673
1415,0.7394,0.839,0.9727
1416,0.7923,0.8775,0.9769
1417,0.779,0.8637,0.9299
1418,0.5888,0.728,0.7805
1419,0.6241,0.7468,0.8842
1420,0.7236,0.8219,0.9015
1421,0.6043,0.7402,0.8199
1422,0.7168,0.8251,0.8948
1423,0.7837,0.8717,0.9332
1424,0.5176,0.6458,0.8799
1425,0.4799,0.6347,0.7126
1426,0.7511,0.8483,0.962
1427,0.7559,0.8501,0.9568
1428,0.6455,0.7677,0.8938
1429,0.551,0.6675,0.8528
1430,0.4002,0.5469,0.5951
1431,0.5135,0.6455,0.7823
1432,0.7955,0.8769,0.9371
1433,0.7339,0.8338,0.9131
1434,0.7221,0.8279,0.9075
1435,0.4619,0.5985,0.7783
1436,0.7396,0.8383,0.9501
1437,0.6835,0.793,0.9698
1438,0.6402,0.7565,0.9559
1439,0.7685,0.8608,0.9654
1440,0.6093,0.7355,0.8999
1441,0.7316,0.8334,0.9696
1442,0.6811,0.7972,0.8555
1443,0.5806,0.7286,0.7811
1444,0.8092,0.8836,0.9393
1445,0.7423,0.8409,0.9523
1446,0.748,0.8449,0.8866
1447,0.7652,0.858,0.9194
1448,0.6344,0.7596,0.8589
1449,0.5368,0.6812,0.7915
1450,0.8193,0.8924,0.9384
1451,0.7425,0.831,0.9247
1452,0.7102,0.8154,0.8934
1453,0.7282,0.8233,0.9296
1454,0.7278,0.8254,0.913
1455,0.7591,0.8549,0.9457
1456,0.8564,0.9169,0.9562
1457,0.8369,0.9048,0.952
1458,0.8353,0.9063,0.9646
1459,0.6654,0.7816,0.8897
1460,0.54,0.6783,0.8367
1461,0.6961,0.8122,0.8384
1462,0.6618,0.7829,0.8448
1463,0.7166,0.819,0.9022
1464,0.6802,0.7876,0.8875
1465,0.7609,0.8543,0.929
1466,0.7098,0.818,0.886
1467,0.7007,0.8074,0.8809
1468,0.7015,0.8144,0.8671
1469,0.7759,0.8572,0.9262
1470,0.5608,0.7002,0.77
1471,0.7604,0.852,0.9073
1472,0.7145,0.8195,0.924
1473,0.792,0.8776,0.9283
1474,0.8008,0.8832,0.9678
1475,0.7804,0.8671,0.9064
1476,0.5141,0.6538,0.8214
1477,0.4087,0.5665,0.5673
1478,0.8149,0.8874,0.9482
1479,0.779,0.8681,0.9298
1480,0.7118,0.8213,0.8794
1481,0.6537,0.7777,0.8387
1482,0.8445,0.9091,0.9538
1483,0.726,0.8266,0.8884
1484,0.7902,0.874,0.9108
1485,0.6628,0.7795,0.8572
1486,0.7913,0.8707,0.9286
1487,0.8355,0.9053,0.9504
1488,0.7508,0.8339,0.9269
1489,0.8397,0.907,0.9484
1490,0.8052,0.8791,0.9453
1491,0.8542,0.916,0.9564
